,SalePrice,SalePrice (formatted),Neighborhood,Year Built
2084,130000,"$130,000",Edwards,1984
2085,125000,"$125,000",Edwards,1951
2086,136500,"$136,500",Edwards,1951
2087,96000,"$96,000",Edwards,1920
2088,120000,"$120,000",Edwards,1957
2089,228500,"$228,500",SawyerW,1984
2090,179900,"$179,900",SawyerW,1990
2091,225000,"$225,000",SawyerW,1990
2092,301000,"$301,000",SawyerW,1986
2093,238000,"$238,000",SawyerW,1991
2094,228500,"$228,500",SawyerW,1989
2095,220000,"$220,000",SawyerW,1994
2096,383970,"$383,970",CollgCr,2007
2097,424870,"$424,870",CollgCr,2006
2098,250000,"$250,000",CollgCr,2007
2099,360000,"$360,000",CollgCr,2006
2100,279500,"$279,500",CollgCr,2006
2101,200141,"$200,141",CollgCr,2007
2102,246500,"$246,500",CollgCr,2007
2103,276000,"$276,000",CollgCr,2007
2104,203000,"$203,000",CollgCr,2005
2105,155835,"$155,835",CollgCr,2006
2106,194000,"$194,000",CollgCr,2006
2107,195400,"$195,400",CollgCr,2007
2108,217000,"$217,000",CollgCr,2005
2109,212999,"$212,999",CollgCr,2006
2110,175900,"$175,900",CollgCr,2005
2111,191000,"$191,000",CollgCr,2005
2112,176432,"$176,432",CollgCr,2006
2113,277000,"$277,000",SawyerW,1988
2114,207000,"$207,000",SawyerW,1988
2115,277000,"$277,000",ClearCr,1958
2116,240000,"$240,000",ClearCr,1992
2117,187500,"$187,500",ClearCr,1966
2118,279000,"$279,000",ClearCr,1976
2119,139500,"$139,500",CollgCr,1994
2120,126000,"$126,000",CollgCr,1994
2121,177500,"$177,500",CollgCr,1995
2122,175000,"$175,000",CollgCr,1997
2123,211000,"$211,000",CollgCr,1998
2124,146000,"$146,000",CollgCr,1994
2125,147900,"$147,900",CollgCr,1996
2126,123600,"$123,600",CollgCr,1994
2127,204750,"$204,750",CollgCr,1997
2128,235500,"$235,500",CollgCr,1999
2129,217000,"$217,000",CollgCr,1998
2130,190550,"$190,550",CollgCr,2001
2131,217500,"$217,500",CollgCr,2000
2132,226000,"$226,000",CollgCr,2003
2133,180000,"$180,000",CollgCr,2003
2134,131000,"$131,000",CollgCr,1974
2135,153500,"$153,500",CollgCr,1976
2136,160000,"$160,000",CollgCr,1977
2137,134900,"$134,900",CollgCr,1977
2138,130000,"$130,000",CollgCr,1977
2139,120000,"$120,000",CollgCr,1975
2140,112500,"$112,500",CollgCr,1972
2141,122000,"$122,000",CollgCr,1975
2142,127000,"$127,000",CollgCr,1972
2143,117000,"$117,000",CollgCr,1972
2144,305900,"$305,900",CollgCr,2004
2145,228500,"$228,500",CollgCr,2002
2146,270000,"$270,000",CollgCr,2000
2147,192000,"$192,000",CollgCr,2002
2148,213000,"$213,000",CollgCr,2003
2149,200000,"$200,000",CollgCr,2002
2150,267000,"$267,000",CollgCr,1998
2151,228000,"$228,000",CollgCr,1994
2152,275000,"$275,000",CollgCr,2001
2153,211000,"$211,000",CollgCr,1996
2154,285000,"$285,000",CollgCr,2002
2155,240000,"$240,000",CollgCr,1995
2156,131500,"$131,500",CollgCr,2003
2157,246900,"$246,900",CollgCr,1999
2158,219500,"$219,500",CollgCr,2003
2159,185000,"$185,000",CollgCr,2003
2160,179400,"$179,400",CollgCr,2007
2161,213500,"$213,500",CollgCr,2006
2162,179600,"$179,600",CollgCr,2004
2163,173500,"$173,500",CollgCr,2005
2164,167840,"$167,840",CollgCr,2006
2165,168675,"$168,675",CollgCr,2006
2166,167000,"$167,000",CollgCr,2005
2167,140000,"$140,000",Edwards,1965
2168,118500,"$118,500",Edwards,1967
2169,110000,"$110,000",Edwards,1963
2170,94750,"$94,750",Edwards,1965
2171,122000,"$122,000",Edwards,1925
2172,110000,"$110,000",Edwards,1960
2173,118500,"$118,500",Edwards,1990
2174,133500,"$133,500",Edwards,1976
2175,148000,"$148,000",Edwards,1976
2176,141000,"$141,000",Edwards,1979
2177,155000,"$155,000",Edwards,2006
2178,157000,"$157,000",Edwards,2005
2179,171500,"$171,500",Edwards,2005
2180,183850,"$183,850",Edwards,2008
2181,184750,"$184,750",Edwards,2007
2182,140000,"$140,000",Edwards,2005
2183,131750,"$131,750",Edwards,1959
2184,61500,"$61,500",Edwards,1955
2185,111000,"$111,000",Edwards,1954
2186,98500,"$98,500",Edwards,1946
2187,79000,"$79,000",Edwards,1931
2188,108500,"$108,500",Edwards,1920
2189,110000,"$110,000",Edwards,1954
2190,112000,"$112,000",Edwards,1910
2191,125000,"$125,000",Edwards,1955
2192,79275,"$79,275",Edwards,1955
2193,119000,"$119,000",Edwards,1954
2194,200000,"$200,000",SWISU,1914
2195,150000,"$150,000",SWISU,1923
2196,165000,"$165,000",Crawfor,1923
2197,96500,"$96,500",Crawfor,1926
2198,136500,"$136,500",Crawfor,1926
2199,146500,"$146,500",Crawfor,1921
2200,175000,"$175,000",SWISU,1937
2201,148500,"$148,500",Crawfor,1930
2202,141500,"$141,500",Crawfor,1921
2203,189950,"$189,950",Crawfor,1918
2204,135000,"$135,000",Crawfor,1926
2205,164000,"$164,000",Crawfor,1941
2206,90350,"$90,350",Crawfor,1913
2207,139000,"$139,000",Crawfor,1910
2208,119750,"$119,750",Crawfor,1938
2209,145000,"$145,000",Crawfor,1946
2210,145000,"$145,000",Crawfor,1949
2211,238000,"$238,000",Crawfor,1927
2212,153500,"$153,500",Crawfor,1951
2213,239000,"$239,000",Crawfor,1918
2214,359100,"$359,100",Crawfor,1934
2215,188000,"$188,000",Crawfor,1930
2216,220000,"$220,000",Crawfor,1932
2217,140000,"$140,000",Crawfor,1941
2218,315000,"$315,000",Crawfor,1932
2219,259500,"$259,500",Crawfor,1945
2220,257500,"$257,500",Crawfor,1957
2221,219500,"$219,500",Crawfor,1940
2222,217000,"$217,000",Crawfor,1953
2223,201000,"$201,000",Crawfor,1960
2224,215000,"$215,000",Crawfor,1968
2225,123900,"$123,900",Blueste,1980
2226,170000,"$170,000",Crawfor,1995
2227,200000,"$200,000",Blueste,1988
2228,198000,"$198,000",Crawfor,1971
2229,200624,"$200,624",Crawfor,1957
2230,315000,"$315,000",Crawfor,1986
2231,115000,"$115,000",IDOTRR,1919
2232,141000,"$141,000",IDOTRR,1940
2233,87000,"$87,000",IDOTRR,1941
2234,129850,"$129,850",IDOTRR,1925
2235,100000,"$100,000",IDOTRR,1939
2236,150909,"$150,909",IDOTRR,1923
2237,75200,"$75,200",IDOTRR,1922
2238,118400,"$118,400",IDOTRR,1920
2239,67000,"$67,000",IDOTRR,1920
2240,152000,"$152,000",IDOTRR,1950
2241,68104,"$68,104",IDOTRR,1939
2242,119600,"$119,600",IDOTRR,1895
2243,140000,"$140,000",IDOTRR,1957
2244,124900,"$124,900",IDOTRR,1930
2245,375000,"$375,000",Crawfor,2006
2246,235000,"$235,000",Crawfor,2006
2247,183500,"$183,500",Mitchel,1979
2248,156000,"$156,000",Mitchel,1978
2249,134000,"$134,000",Mitchel,1983
2250,215000,"$215,000",Mitchel,2002
2251,245000,"$245,000",Mitchel,2002
2252,210000,"$210,000",Mitchel,1991
2253,148000,"$148,000",Mitchel,1975
2254,143000,"$143,000",Mitchel,1974
2255,244000,"$244,000",Timber,1987
2256,330000,"$330,000",GrnHill,1998
2257,170000,"$170,000",Timber,1959
2258,257000,"$257,000",Timber,1958
2259,231713,"$231,713",Timber,2006
2260,267300,"$267,300",Timber,2006
2261,265900,"$265,900",Timber,2006
2262,239000,"$239,000",Timber,2007
2263,248900,"$248,900",Timber,2006
2264,174000,"$174,000",Timber,1985
2265,187500,"$187,500",Timber,1990
2266,204000,"$204,000",Timber,1996
2267,180500,"$180,500",Timber,2001
2268,187500,"$187,500",Timber,2003
2269,282000,"$282,000",Timber,2002
2270,178000,"$178,000",Timber,1996
2271,270000,"$270,000",Timber,2002
2272,279900,"$279,900",Timber,2003
2273,186700,"$186,700",Timber,1963
2274,283463,"$283,463",Timber,2006
2275,392000,"$392,000",Timber,2006
2276,281213,"$281,213",Timber,2005
2277,147000,"$147,000",Mitchel,2007
2278,130000,"$130,000",Mitchel,1953
2279,140000,"$140,000",Mitchel,1996
2280,132250,"$132,250",Mitchel,1963
2281,143000,"$143,000",Mitchel,1967
2282,168000,"$168,000",Mitchel,1961
2283,129900,"$129,900",MeadowV,1976
2284,134000,"$134,000",MeadowV,1976
2285,85500,"$85,500",MeadowV,1972
2286,106500,"$106,500",MeadowV,1970
2287,93900,"$93,900",MeadowV,1970
2288,75000,"$75,000",MeadowV,1970
2289,84500,"$84,500",MeadowV,1970
2290,75190,"$75,190",MeadowV,1976
2291,146800,"$146,800",Mitchel,1976
2292,153500,"$153,500",Mitchel,1977
2293,188000,"$188,000",Mitchel,1977
2294,196000,"$196,000",Mitchel,1977
2295,157000,"$157,000",Mitchel,1977
2296,138000,"$138,000",Mitchel,1971
2297,129500,"$129,500",Mitchel,1970
2298,80000,"$80,000",Mitchel,1961
2299,129500,"$129,500",Mitchel,1982
2300,135000,"$135,000",Mitchel,1976
2301,124500,"$124,500",Mitchel,1982
2302,139000,"$139,000",Mitchel,1983
2303,93500,"$93,500",Mitchel,1991
2304,124500,"$124,500",Mitchel,1984
2305,149900,"$149,900",NAmes,1954
2306,157500,"$157,500",NAmes,1956
2307,169000,"$169,000",NAmes,1957
2308,252000,"$252,000",NAmes,1957
2309,192100,"$192,100",NAmes,1969
2310,183500,"$183,500",Gilbert,1997
2311,222000,"$222,000",Gilbert,1997
2312,170000,"$170,000",Gilbert,1995
2313,187500,"$187,500",Gilbert,1995
2314,202000,"$202,000",Gilbert,1996
2315,185000,"$185,000",Gilbert,1997
2316,320000,"$320,000",Gilbert,2005
2317,240000,"$240,000",Gilbert,2006
2318,250000,"$250,000",Gilbert,2005
2319,239900,"$239,900",Gilbert,2005
2320,309000,"$309,000",Gilbert,2005
2321,274725,"$274,725",Gilbert,2006
2322,270000,"$270,000",StoneBr,1994
2323,183500,"$183,500",Gilbert,1993
2324,165600,"$165,600",Gilbert,1993
2325,176500,"$176,500",Gilbert,1998
2326,130000,"$130,000",StoneBr,1987
2327,239000,"$239,000",StoneBr,1987
2328,275000,"$275,000",StoneBr,1985
2329,457347,"$457,347",StoneBr,2005
2330,545224,"$545,224",StoneBr,2006
2331,356383,"$356,383",StoneBr,2006
2332,556581,"$556,581",StoneBr,2005
2333,361919,"$361,919",StoneBr,2006
2334,535000,"$535,000",StoneBr,2006
2335,401179,"$401,179",StoneBr,2005
2336,438780,"$438,780",StoneBr,2006
2337,169000,"$169,000",Gilbert,1948
2338,145000,"$145,000",Gilbert,1955
2339,318000,"$318,000",StoneBr,2005
2340,319000,"$319,000",StoneBr,2005
2341,470000,"$470,000",StoneBr,2005
2342,202500,"$202,500",NWAmes,1984
2343,229000,"$229,000",NWAmes,1988
2344,235000,"$235,000",NWAmes,1977
2345,190000,"$190,000",NWAmes,1976
2346,169000,"$169,000",NWAmes,1980
2347,241500,"$241,500",NWAmes,1988
2348,188900,"$188,900",NWAmes,1978
2349,207500,"$207,500",NWAmes,1980
2350,250000,"$250,000",NWAmes,1978
2351,179900,"$179,900",NWAmes,1975
2352,172000,"$172,000",NWAmes,1976
2353,294323,"$294,323",Somerst,2005
2354,184500,"$184,500",NWAmes,1975
2355,153500,"$153,500",NWAmes,1975
2356,162900,"$162,900",NWAmes,1976
2357,181000,"$181,000",NWAmes,1974
2358,155000,"$155,000",NWAmes,1974
2359,138800,"$138,800",NAmes,1969
2360,116050,"$116,050",NAmes,1970
2361,88000,"$88,000",NAmes,1971
2362,97500,"$97,500",NAmes,1971
2363,190000,"$190,000",NAmes,2002
2364,105500,"$105,500",BrDale,1973
2365,125500,"$125,500",BrDale,1973
2366,83000,"$83,000",BrDale,1973
2367,116000,"$116,000",BrDale,1972
2368,91500,"$91,500",BrDale,1971
2369,118000,"$118,000",BrDale,1972
2370,89000,"$89,000",BrDale,1972
2371,108000,"$108,000",BrDale,1972
2372,94500,"$94,500",BrDale,1972
2373,146300,"$146,300",NPkVill,1975
2374,145000,"$145,000",NAmes,1967
2375,123000,"$123,000",NAmes,1967
2376,137500,"$137,500",NPkVill,1976
2377,144000,"$144,000",NPkVill,1976
2378,315000,"$315,000",NridgHt,2004
2379,412083,"$412,083",NridgHt,2006
2380,342643,"$342,643",NridgHt,2006
2381,252000,"$252,000",NridgHt,2004
2382,465000,"$465,000",NridgHt,2006
2383,293000,"$293,000",NridgHt,2006
2384,415000,"$415,000",NridgHt,2005
2385,326000,"$326,000",NridgHt,2004
2386,325300,"$325,300",NridgHt,2005
2387,309000,"$309,000",NridgHt,2004
2388,300000,"$300,000",NridgHt,2005
2389,275500,"$275,500",NridgHt,2005
2390,338500,"$338,500",NridgHt,2005
2391,345000,"$345,000",NridgHt,2005
2392,344133,"$344,133",NridgHt,2005
2393,298236,"$298,236",NridgHt,2006
2394,329900,"$329,900",NridgHt,2005
2395,360000,"$360,000",NridgHt,2003
2396,281000,"$281,000",NridgHt,2006
2397,372397,"$372,397",NridgHt,2005
2398,378000,"$378,000",NridgHt,2004
2399,374000,"$374,000",NridgHt,2003
2400,437154,"$437,154",NridgHt,2005
2401,275000,"$275,000",NridgHt,2005
2402,279000,"$279,000",NridgHt,2004
2403,185850,"$185,850",NridgHt,2005
2404,282500,"$282,500",NridgHt,2005
2405,202500,"$202,500",NridgHt,2005
2406,202665,"$202,665",NridgHt,2005
2407,332200,"$332,200",NridgHt,2006
2408,310090,"$310,090",NridgHt,2006
2409,171750,"$171,750",NridgHt,2003
2410,169990,"$169,990",Gilbert,2005
2411,170440,"$170,440",Gilbert,2005
2412,169985,"$169,985",Gilbert,2006
2413,179665,"$179,665",Gilbert,2006
2414,219210,"$219,210",Gilbert,2006
2415,174190,"$174,190",Gilbert,2006
2416,172785,"$172,785",Gilbert,2006
2417,258000,"$258,000",Gilbert,2004
2418,185101,"$185,101",Gilbert,2006
2419,210250,"$210,250",Blmngtn,2006
2420,234000,"$234,000",Blmngtn,2003
2421,215000,"$215,000",Blmngtn,2003
2422,246990,"$246,990",Blmngtn,2002
2423,178740,"$178,740",Blmngtn,2004
2424,225000,"$225,000",Blmngtn,2004
2425,167240,"$167,240",Blmngtn,2005
2426,156820,"$156,820",Blmngtn,2005
2427,213490,"$213,490",Blmngtn,2005
2428,264561,"$264,561",Blmngtn,2006
2429,246578,"$246,578",Blmngtn,2006
2430,192140,"$192,140",Gilbert,2005
2431,183200,"$183,200",Gilbert,2002
2432,178000,"$178,000",Gilbert,2004
2433,201490,"$201,490",Gilbert,2004
2434,230500,"$230,500",Gilbert,2000
2435,180000,"$180,000",Gilbert,2003
2436,172400,"$172,400",Gilbert,2000
2437,215000,"$215,000",Gilbert,2000
2438,199900,"$199,900",Gilbert,1998
2439,173000,"$173,000",Gilbert,2000
2440,287602,"$287,602",Gilbert,2006
2441,230000,"$230,000",Gilbert,1999
2442,348000,"$348,000",NoRidge,1997
2443,286000,"$286,000",NoRidge,1998
2444,300000,"$300,000",NoRidge,2000
2445,625000,"$625,000",NoRidge,1995
2446,405000,"$405,000",NoRidge,2000
2447,280000,"$280,000",NoRidge,1998
2448,258000,"$258,000",NoRidge,1998
2449,350000,"$350,000",NoRidge,1995
2450,584500,"$584,500",NoRidge,1993
2451,321000,"$321,000",NoRidge,1994
2452,290000,"$290,000",NoRidge,1994
2453,315000,"$315,000",NoRidge,1993
2454,252000,"$252,000",Somerst,2005
2455,336820,"$336,820",Somerst,2006
2456,423000,"$423,000",Somerst,2005
2457,290000,"$290,000",Somerst,2006
2458,232000,"$232,000",Somerst,2005
2459,199000,"$199,000",Somerst,2006
2460,198600,"$198,600",Somerst,2006
2461,405749,"$405,749",Somerst,2006
2462,232600,"$232,600",Somerst,2006
2463,266000,"$266,000",Somerst,2006
2464,186500,"$186,500",Somerst,2005
2465,200825,"$200,825",Somerst,2005
2466,197000,"$197,000",Somerst,2006
2467,185000,"$185,000",Somerst,2006
2468,176000,"$176,000",Somerst,2005
2469,187750,"$187,750",Somerst,2006
2470,139500,"$139,500",SawyerW,2005
2471,186800,"$186,800",SawyerW,2005
2472,132000,"$132,000",SawyerW,2005
2473,142500,"$142,500",SawyerW,2005
2474,158000,"$158,000",SawyerW,2004
2475,184000,"$184,000",SawyerW,2005
2476,184900,"$184,900",SawyerW,2005
2477,187000,"$187,000",SawyerW,1997
2478,175900,"$175,900",SawyerW,1992
2479,248500,"$248,500",SawyerW,1992
2480,172000,"$172,000",SawyerW,1990
2481,151000,"$151,000",SawyerW,1991
2482,150000,"$150,000",SawyerW,1994
2483,107000,"$107,000",SawyerW,1966
2484,119900,"$119,900",SawyerW,1965
2485,129500,"$129,500",Sawyer,1962
2486,125000,"$125,000",Sawyer,1963
2487,119500,"$119,500",Sawyer,1977
2488,144000,"$144,000",Sawyer,1962
2489,151000,"$151,000",Sawyer,1977
2490,126000,"$126,000",Sawyer,1965
2491,116000,"$116,000",Sawyer,1968
2492,133500,"$133,500",Sawyer,1963
2493,120875,"$120,875",Sawyer,1965
2494,137000,"$137,000",Sawyer,1965
2495,124000,"$124,000",Sawyer,1964
2496,135000,"$135,000",Sawyer,1961
2497,129200,"$129,200",Sawyer,1967
2498,260000,"$260,000",Veenker,1974
2499,260000,"$260,000",NoRidge,1991
2500,334000,"$334,000",NoRidge,1992
2501,310000,"$310,000",NoRidge,1993
2502,268000,"$268,000",NoRidge,1992
2503,262000,"$262,000",NoRidge,1994
2504,176400,"$176,400",Somerst,2004
2505,197000,"$197,000",Somerst,2005
2506,151000,"$151,000",Somerst,2005
2507,147400,"$147,400",Somerst,2005
2508,149900,"$149,900",Somerst,2005
2509,144152,"$144,152",Somerst,2005
2510,166000,"$166,000",Somerst,2000
2511,183900,"$183,900",Somerst,1999
2512,165000,"$165,000",Somerst,2000
2513,139000,"$139,000",Somerst,2003
2514,200000,"$200,000",Somerst,1997
2515,221000,"$221,000",Somerst,2001
2516,270000,"$270,000",Veenker,1995
2517,165000,"$165,000",Veenker,1977
2518,214000,"$214,000",Greens,1980
2519,188000,"$188,000",Greens,1980
2520,190000,"$190,000",Greens,1980
2521,170000,"$170,000",Greens,1978
2522,385000,"$385,000",Veenker,1981
2523,146500,"$146,500",NWAmes,1972
2524,170000,"$170,000",NWAmes,1968
2525,262500,"$262,500",NWAmes,1968
2526,179900,"$179,900",NWAmes,1968
2527,250000,"$250,000",NWAmes,1968
2528,165150,"$165,150",NWAmes,1972
2529,164500,"$164,500",NWAmes,1967
2530,140000,"$140,000",NWAmes,1969
2531,135500,"$135,500",NAmes,1967
2532,142000,"$142,000",NAmes,1968
2533,155000,"$155,000",NAmes,1968
2534,157500,"$157,500",NAmes,1968
2535,138500,"$138,500",NAmes,1968
2536,140000,"$140,000",NAmes,1968
2537,124400,"$124,400",NAmes,1966
2538,158000,"$158,000",NAmes,1967
2539,146000,"$146,000",NAmes,1965
2540,190000,"$190,000",NWAmes,1971
2541,136500,"$136,500",NAmes,1961
2542,129900,"$129,900",NAmes,1958
2543,145000,"$145,000",NAmes,1959
2544,185900,"$185,900",NAmes,1965
2545,160000,"$160,000",NAmes,1964
2546,167000,"$167,000",NAmes,1964
2547,157500,"$157,500",NAmes,1964
2548,140000,"$140,000",NAmes,1958
2549,150000,"$150,000",NAmes,1958
2550,151500,"$151,500",NAmes,1960
2551,129800,"$129,800",NAmes,1934
2552,137000,"$137,000",NAmes,1954
2553,137000,"$137,000",NAmes,1947
2554,121600,"$121,600",BrkSide,1946
2555,85500,"$85,500",BrkSide,1923
2556,79900,"$79,900",BrkSide,1926
2557,127000,"$127,000",BrkSide,1908
2558,161000,"$161,000",NAmes,1961
2559,146500,"$146,500",NAmes,1952
2560,135000,"$135,000",NAmes,1951
2561,137900,"$137,900",NAmes,1951
2562,133000,"$133,000",NAmes,1941
2563,137000,"$137,000",NAmes,1949
2564,121000,"$121,000",NAmes,1954
2565,119000,"$119,000",NAmes,1967
2566,172000,"$172,000",NAmes,1964
2567,98600,"$98,600",NAmes,1961
2568,226000,"$226,000",NAmes,1966
2569,118000,"$118,000",NAmes,1954
2570,235000,"$235,000",NAmes,1918
2571,135000,"$135,000",NAmes,1963
2572,132500,"$132,500",NAmes,1962
2573,143000,"$143,000",NAmes,1959
2574,132000,"$132,000",NAmes,1957
2575,145250,"$145,250",NAmes,1960
2576,162000,"$162,000",NAmes,1958
2577,148000,"$148,000",NAmes,1956
2578,141000,"$141,000",NAmes,1957
2579,153000,"$153,000",NAmes,1956
2580,134450,"$134,450",NAmes,1957
2581,135960,"$135,960",NAmes,1979
2582,156000,"$156,000",NAmes,1954
2583,140000,"$140,000",NAmes,1954
2584,139500,"$139,500",NAmes,1952
2585,155000,"$155,000",NAmes,1951
2586,127000,"$127,000",NAmes,1956
2587,133500,"$133,500",NAmes,1956
2588,125000,"$125,000",NAmes,1955
2589,142000,"$142,000",NAmes,1951
2590,167000,"$167,000",NAmes,1941
2591,159000,"$159,000",NAmes,1956
2592,180000,"$180,000",OldTown,1925
2593,127000,"$127,000",NAmes,1947
2594,112000,"$112,000",OldTown,1924
2595,99800,"$99,800",OldTown,1930
2596,117000,"$117,000",OldTown,1954
2597,108480,"$108,480",OldTown,1921
2598,68000,"$68,000",NAmes,1929
2599,86900,"$86,900",OldTown,1900
2600,120000,"$120,000",OldTown,1920
2601,155500,"$155,500",OldTown,1915
2602,80000,"$80,000",OldTown,1910
2603,105000,"$105,000",OldTown,1915
2604,160000,"$160,000",OldTown,1900
2605,170000,"$170,000",OldTown,1936
2606,160000,"$160,000",NAmes,1965
2607,159950,"$159,950",NAmes,1966
2608,165000,"$165,000",NAmes,1963
2609,159000,"$159,000",NAmes,1962
2610,147000,"$147,000",NAmes,1962
2611,115000,"$115,000",NAmes,1964
2612,159500,"$159,500",NAmes,1959
2613,120000,"$120,000",NAmes,1959
2614,129900,"$129,900",NAmes,1957
2615,183000,"$183,000",NAmes,1961
2616,157500,"$157,500",NAmes,1959
2617,277500,"$277,500",NAmes,1962
2618,207500,"$207,500",NAmes,1957
2619,147500,"$147,500",NAmes,1950
2620,135000,"$135,000",NAmes,1949
2621,109500,"$109,500",NAmes,1950
2622,109900,"$109,900",NAmes,1950
2623,133700,"$133,700",NAmes,1959
2624,81400,"$81,400",NAmes,1950
2625,87500,"$87,500",NAmes,1949
2626,93500,"$93,500",NAmes,1950
2627,119000,"$119,000",NAmes,1960
2628,141000,"$141,000",NAmes,1959
2629,146000,"$146,000",NAmes,1961
2630,155000,"$155,000",NAmes,1966
2631,134500,"$134,500",NAmes,1962
2632,120000,"$120,000",NAmes,1962
2633,105000,"$105,000",NAmes,1962
2634,124000,"$124,000",NAmes,1962
2635,169000,"$169,000",OldTown,1900
2636,107000,"$107,000",OldTown,1925
2637,135000,"$135,000",OldTown,1948
2638,111500,"$111,500",OldTown,1920
2639,156500,"$156,500",OldTown,1900
2640,178000,"$178,000",OldTown,1925
2641,139900,"$139,900",OldTown,1900
2642,105000,"$105,000",OldTown,1930
2643,110000,"$110,000",OldTown,1930
2644,111500,"$111,500",OldTown,1900
2645,108000,"$108,000",OldTown,1924
2646,111500,"$111,500",OldTown,1925
2647,124000,"$124,000",OldTown,1880
2648,105000,"$105,000",OldTown,1950
2649,116000,"$116,000",OldTown,1920
2650,96900,"$96,900",OldTown,1905
2651,135500,"$135,500",OldTown,1955
2652,139000,"$139,000",OldTown,1924
2653,61500,"$61,500",OldTown,1921
2654,120000,"$120,000",OldTown,1945
2655,126175,"$126,175",OldTown,1955
2656,64000,"$64,000",OldTown,1920
2657,137000,"$137,000",OldTown,1910
2658,87000,"$87,000",OldTown,1900
2659,163000,"$163,000",OldTown,1914
2660,155000,"$155,000",OldTown,1910
2661,79000,"$79,000",OldTown,1900
2662,144000,"$144,000",OldTown,1916
2663,114504,"$114,504",OldTown,1910
2664,157000,"$157,000",OldTown,1920
2665,125000,"$125,000",OldTown,1923
2666,475000,"$475,000",OldTown,1892
2667,93500,"$93,500",OldTown,1920
2668,125000,"$125,000",OldTown,1958
2669,64500,"$64,500",IDOTRR,1918
2670,100000,"$100,000",BrkSide,1941
2671,140200,"$140,200",BrkSide,1939
2672,202500,"$202,500",BrkSide,1924
2673,159000,"$159,000",BrkSide,1947
2674,119900,"$119,900",OldTown,1939
2675,114500,"$114,500",BrkSide,1934
2676,115000,"$115,000",BrkSide,1936
2677,75000,"$75,000",BrkSide,1930
2678,88000,"$88,000",BrkSide,1925
2679,80500,"$80,500",BrkSide,1947
2680,149000,"$149,000",BrkSide,1928
2681,110000,"$110,000",BrkSide,1930
2682,110500,"$110,500",OldTown,1925
2683,89000,"$89,000",BrkSide,1921
2684,113000,"$113,000",BrkSide,1922
2685,109000,"$109,000",BrkSide,1925
2686,220000,"$220,000",OldTown,1962
2687,129000,"$129,000",BrkSide,1970
2688,117000,"$117,000",OldTown,1910
2689,52500,"$52,500",OldTown,1941
2690,107000,"$107,000",IDOTRR,1924
2691,116500,"$116,500",IDOTRR,1910
2692,72000,"$72,000",IDOTRR,1919
2693,119500,"$119,500",IDOTRR,1937
2694,125500,"$125,500",IDOTRR,1938
2695,91000,"$91,000",IDOTRR,1922
2696,84500,"$84,500",IDOTRR,1935
2697,90000,"$90,000",IDOTRR,1930
2698,137500,"$137,500",Sawyer,1951
2699,150000,"$150,000",Sawyer,1964
2700,131000,"$131,000",Sawyer,1950
2701,130000,"$130,000",ClearCr,1958
2702,125000,"$125,000",Edwards,1935
2703,80000,"$80,000",SWISU,1936
2704,157000,"$157,000",SWISU,2004
2705,148000,"$148,000",Sawyer,1963
2706,90000,"$90,000",Sawyer,1967
2707,154500,"$154,500",Sawyer,1963
2708,153600,"$153,600",Sawyer,1967
2709,164500,"$164,500",Sawyer,1966
2710,132000,"$132,000",Sawyer,1964
2711,142500,"$142,500",Sawyer,1966
2712,158000,"$158,000",Sawyer,1968
2713,149500,"$149,500",Sawyer,1978
2714,165000,"$165,000",Sawyer,1967
2715,180000,"$180,000",Sawyer,1968
2716,160500,"$160,500",Sawyer,1978
2717,156500,"$156,500",Sawyer,1977
2718,157000,"$157,000",Sawyer,1977
2719,172500,"$172,500",Sawyer,1958
2720,155000,"$155,000",Sawyer,1957
2721,170000,"$170,000",Sawyer,1955
2722,105000,"$105,000",Sawyer,1924
2723,145000,"$145,000",Sawyer,1965
2724,168000,"$168,000",Sawyer,1956
2725,278000,"$278,000",ClearCr,1967
2726,164000,"$164,000",ClearCr,1963
2727,225000,"$225,000",ClearCr,1953
2728,130000,"$130,000",Sawyer,1971
2729,142500,"$142,500",Sawyer,1974
2730,148400,"$148,400",ClearCr,1980
2731,190000,"$190,000",ClearCr,1986
2732,146000,"$146,000",Edwards,1954
2733,128000,"$128,000",Edwards,1942
2734,225000,"$225,000",Edwards,1948
2735,274970,"$274,970",Edwards,1966
2736,235000,"$235,000",Edwards,1928
2737,415000,"$415,000",Edwards,1935
2738,182000,"$182,000",Edwards,1962
2739,135000,"$135,000",Edwards,1952
2740,137000,"$137,000",Edwards,1955
2741,136900,"$136,900",Edwards,1954
2742,149900,"$149,900",Edwards,1953
2743,123500,"$123,500",Edwards,1952
2744,93000,"$93,000",Edwards,1954
2745,91500,"$91,500",Edwards,1948
2746,180000,"$180,000",SawyerW,1985
2747,209000,"$209,000",SawyerW,1989
2748,215000,"$215,000",SawyerW,1993
2749,224500,"$224,500",SawyerW,1993
2750,229800,"$229,800",CollgCr,2005
2751,183600,"$183,600",CollgCr,2005
2752,194000,"$194,000",CollgCr,2006
2753,193879,"$193,879",CollgCr,2006
2754,221500,"$221,500",CollgCr,2005
2755,204900,"$204,900",CollgCr,2006
2756,239799,"$239,799",CollgCr,2006
2757,233555,"$233,555",CollgCr,2006
2758,260000,"$260,000",CollgCr,2005
2759,294900,"$294,900",CollgCr,2005
2760,209700,"$209,700",CollgCr,2005
